"1","2","SKU_ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118"
"2014-07-12","2016-04-09","SKU_125",4e-05,0.00092,0.00096,0.00086,0.00184,0.00122,0.00186,0.00098,0.00516,0.0018,0.00124,0.00352,0.03602,0.02696,0.01556,0.02116,0.0204,0.01914,0.04578,0.01624,0.02454,0.02342,0.02116,0.0095,0.01384,0.01382,0.02582,0.02568,0.02032,0.01706,0.01234,0.01264,0.01184,0.01272,0.01104,0.02354,0.02086,0.02386,0.01168,0.01594,0.01904,0.01192,0.01728,0.01164,0.01256,0.00838,0.01562,0.01162,0.01972,0.01584,0.02064,0.01862,0.00862,0.0153,0.0126,0.01152,0.00628,0.01122,0.01246,0.0068,0.00526,0.0106,0.01654,0.0126,0.0132,0.01498,0.01278,0.0091,0.01372,0.00882,0.00844,0.00334,0.0073,0.0055,0.00586,0.00504,0.00592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-21","2016-04-09","SKU_126",5e-04,0.0075,0.0445,0.0025,0.0415,0.0035,0.0075,0.0085,0.0105,0.0085,0.0105,0.0085,0.0235,0.0095,0.016,0.046,0.027,0.024,0.007,0.007,0.013,0.11,0.046,0.0145,0.012,0.009,0.0125,0.0145,0.0055,0.0075,0.0425,0.0405,0.013,0.0505,0.0255,0.003,0.041,0.028,0.016,0.0375,0.0375,0.039,0.003,0.007,0.0045,0.017,0.0175,0.0115,0.0095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-07-05","2016-04-02","SKU_127",0.0022,0.0069,0.0071,0.0202,0.0052,0.0142,0.0073,0.006,0.003,0.0049,0.0159,0.0036,0.0108,0.009,0.007,0.0104,0.0145,0.015,0.0162,0.0236,0.0055,0.0162,0.015,0.0152,0.0105,0.0055,0.0151,0.0256,0.0265,0.0161,0.0163,0.0173,0.0146,0.0216,0.0308,0.0275,0.0123,0.011,0.0135,0.0163,0.0207,0.0141,0.0192,0.0057,0.0158,0.0188,0.0104,0.0207,0.0268,0.0174,0.0258,0.0175,0.0166,0.0119,0.0237,0.0099,0.0129,0.008,0.0101,0.011,0.0102,0.01,0.0145,0.0101,0.009,0.0127,0.0127,0.0269,0.0131,0.0069,0.0082,0.0116,0.0022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-07","2016-07-16","SKU_128",0.001,0.0025,0.003,0.002,0.0015,0.01,0.027,0.0015,0.001,0.0075,0.015,0.016,0.0075,0.017,0.0115,0.0085,0.0065,0.023,0.0185,0.016,0.025,0.027,0.013,0.0075,0.011,0.0155,0.015,0.0255,0.027,0.018,0.0455,0.017,0.0385,0.011,0.057,0.0135,0.015,0.006,0.0065,0.018,0.0225,0.0125,0.008,0.014,0.023,0.0125,0.009,0.018,0.0175,0.025,0.024,0.057,0.0105,0.021,0.022,0.011,0.049,0.012,0.008,0.006,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-09","2014-10-11","SKU_129",0.00152,0.00746,0.00552,0.011,0.0121,0.02374,0.0044,0.0094,0.01546,0.0195,0.01928,0.02174,0.02476,0.02292,0.02054,0.0381,0.0248,0.035,0.02924,0.04242,0.04052,0.0493,0.0429,0.045,0.0353,0.03162,0.02596,0.02364,0.02918,0.02336,0.02152,0.03302,0.03224,0.01522,0.0172,0.04166,0.03444,0.03906,0.02996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-21","2014-01-25","SKU_13",0.00135,0.0077,0.0122,0.0137,0.1199,0.0732,0.07195,0.05145,0.0665,0.0372,0.0973,0.0559,0.22195,0.02965,0.02375,0.0561,0.0602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-02","2014-01-25","SKU_130",0.027,0.12,0.098,0.1895,0.134,0.0805,0.0675,0.0405,0.0475,0.128,0.0665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-11","2014-10-11","SKU_131",8e-05,0.00226,0.00482,0.01458,0.02784,0.02846,0.03332,0.02508,0.0264,0.0278,0.0344,0.036,0.04556,0.0505,0.0402,0.06084,0.04152,0.03518,0.03274,0.0349,0.0456,0.02994,0.04062,0.04634,0.02752,0.0288,0.0257,0.03646,0.04,0.0225,0.03576,0.0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-02-01","2014-09-06","SKU_132",0.0024,0.0205,0.0348,0.0364,0.0347,0.0335,0.0182,0.0469,0.0476,0.0443,0.0381,0.0497,0.041,0.1378,0.0216,0.0622,0.0578,0.0579,0.033,0.0482,0.028,0.0142,0.0374,0.0208,0.0201,0.0128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-07-05","2016-04-30","SKU_133",0.0012,0.002,0.00305,0.0053,0.0076,0.0032,0.00465,0.00605,0.0074,0.00725,0.0072,0.00475,0.0065,0.01,0.0082,0.00685,0.02195,0.0095,0.0104,0.00955,0.00595,0.0216,0.0218,0.01715,0.0071,0.01075,0.01515,0.01935,0.02015,0.0155,0.01455,0.0143,0.0125,0.0135,0.0136,0.0169,0.01285,0.0226,0.01305,0.0111,0.0138,0.0222,0.017,0.01565,0.0268,0.01645,0.0127,0.0174,0.01525,0.01935,0.016,0.01225,0.0142,0.01255,0.0151,0.0157,0.01625,0.0131,0.0207,0.0145,0.0189,0.0111,0.0133,0.0128,0.014,0.01435,0.01095,0.01115,0.013,0.007,0.0089,0.01085,0.006,0.01165,0.01365,0.01185,0.00615,0.0075,0.0117,0.00705,0.00945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-10-17","2016-10-01","SKU_134",0.0015,0.0025,0.0065,0.011,0.012,0.0055,0.0115,0.0095,0.0235,0.0035,0.014,0.0065,0.0155,0.007,0.0205,0.013,0.0165,0.007,0.021,0.023,0.0285,0.007,0.0145,0.017,0.0125,0.017,0.043,0.0415,0.0355,0.038,0.0955,0.026,0.0145,0.026,0.0435,0.044,0.046,0.0045,0.013,0.027,0.0575,0.0235,0.0195,0.0065,0.0255,0.0425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-07-19","2016-04-09","SKU_135",0.001,8e-04,0.0136,0.0022,0.0022,0.0226,0.013,0.0016,0.0254,0.0254,0.0066,0.0078,0.0172,0.0106,0.0396,0.0164,0.0148,0.014,0.0088,0.0176,0.0146,0.0172,0.0092,0.0084,0.0172,0.0234,0.0744,0.0176,0.0172,0.0104,0.0138,0.0256,0.0248,0.0144,0.0234,0.019,0.0134,0.02,0.0116,0.0068,0.0136,0.0096,0.0092,0.0134,0.0106,0.012,0.017,0.0324,0.0112,0.0144,0.0148,0.0326,0.007,0.0132,0.013,0.007,0.0136,0.016,0.0084,0.0064,0.0088,0.0116,0.0096,0.0122,0.0078,0.0052,0.0056,0.008,0.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-06-07","2014-09-27","SKU_136",0.0066,0.0434,0.0484,0.0786,0.0462,0.0816,0.107,0.0932,0.0714,0.1226,0.0964,0.0918,0.1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-21","2016-05-21","SKU_137",0.00335,0.0041,0.0057,0.0055,0.0075,0.01805,0.0099,0.0097,0.0198,0.02225,0.02485,0.0169,0.01335,0.0168,0.0464,0.0146,0.0354,0.0223,0.0156,0.03475,0.0508,0.0246,0.02765,0.0323,0.0245,0.0337,0.0239,0.04815,0.01475,0.0166,0.02725,0.0139,0.0312,0.021,0.02885,0.0336,0.0191,0.0182,0.0236,0.00625,0.0263,0.0134,0.03145,0.01235,0.005,0.01685,0.01465,0.0043,0.0089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-08","2014-01-25","SKU_138",0.0028,0.0178,0.017,0.0063,0.0211,0.0331,0.0285,0.0215,0.0109,0.0779,0.0201,0.0167,0.0146,0.0185,0.0311,0.0277,0.0247,0.0369,0.0417,0.0349,0.0316,0.0616,0.0786,0.0567,0.0317,0.0446,0.0543,0.0555,0.0328,0.0489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-06-07","2015-06-06","SKU_139",0.0012,0.0044,0.011,0.0084,0.0108,0.026,0.0722,0.0286,0.024,0.0208,0.0258,0.0188,0.0246,0.036,0.0228,0.0204,0.0362,0.0252,0.0496,0.0406,0.0196,0.0184,0.0212,0.0314,0.0056,0.0222,0.0262,0.0232,0.0166,0.0168,0.0234,0.0154,0.0532,0.0204,0.0194,0.011,0.0172,0.0148,0.0162,0.025,0.0208,0.023,0.0084,0.0228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-14","2014-08-23","SKU_14",0.0022,0.0051,0.00445,0.00535,0.00755,0.01025,0.00445,0.0128,0.02735,0.0124,0.0154,0.01505,0.01825,0.0159,0.0102,0.0075,0.0125,0.0172,0.01915,0.03115,0.03355,0.03125,0.0329,0.04195,0.0292,0.0448,0.0293,0.07005,0.05255,0.0359,0.03945,0.04685,0.03475,0.05775,0.0476,0.04655,0.0356,0.03585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-02-01","2014-10-04","SKU_140",1e-04,0.0045,0.0085,0.0194,0.0251,0.0418,0.0452,0.0459,0.0588,0.0546,0.0568,0.0958,0.0395,0.0904,0.0415,0.0441,0.0333,0.0633,0.0479,0.0347,0.0146,0.0461,0.0092,0.0153,0.0096,0.0147,0.0164,0.0126,0.0101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-11","2014-11-01","SKU_141",0.01208,0.00182,0.00834,0.01522,0.02596,0.00482,0.01802,0.01374,0.0211,0.03358,0.04526,0.0294,0.04688,0.0268,0.03066,0.01026,0.05458,0.02816,0.0585,0.07688,0.05818,0.04934,0.03202,0.04026,0.03578,0.02778,0.03202,0.05536,0.0339,0.03802,0.02394,0.0113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-09","2015-10-31","SKU_142",0.00152,0.00746,0.00552,0.0109,0.0121,0.02374,0.0044,0.0094,0.01546,0.0195,0.01928,0.02174,0.02476,0.02292,0.02054,0.0381,0.02482,0.035,0.02924,0.04242,0.04052,0.0493,0.04292,0.045,0.0353,0.03162,0.02596,0.02364,0.02918,0.02336,0.02152,0.03302,0.03224,0.01522,0.0172,0.04166,0.03444,0.03906,0.02996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-11","2014-09-06","SKU_143",2e-04,0.02,0.0088,0.0181,0.0218,0.0143,0.0312,0.0168,0.0247,0.0319,0.0298,0.0344,0.0368,0.0387,0.0444,0.0396,0.0414,0.0377,0.0441,0.0597,0.0315,0.044,0.0618,0.0514,0.0225,0.0325,0.0424,0.0382,0.058,0.0231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-07-05","2016-06-04","SKU_144",5e-05,0.0023,0.0033,0.0034,0.00125,0.00405,0.0022,0.00445,0.0067,0.00495,0.00625,0.00385,0.004,0.0031,0.00555,0.00815,0.0109,0.0072,0.0081,0.03005,0.0058,0.00975,0.0085,0.01715,0.00695,0.01825,0.0227,0.0221,0.0166,0.0249,0.0119,0.01555,0.03235,0.03255,0.01465,0.0209,0.0205,0.0233,0.01805,0.0095,0.0168,0.01675,0.01495,0.01215,0.017,0.0128,0.0116,0.0154,0.0218,0.02975,0.0173,0.01765,0.00965,0.01195,0.01205,0.0167,0.0155,0.01425,0.0132,0.00815,0.01215,0.0108,0.0187,0.0052,0.01455,0.0102,0.0119,0.01145,0.0255,0.01325,0.0078,0.0115,0.00625,0.0099,0.0076,0.00985,0.0045,0.00705,0.01285,0.01195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-11","2015-01-24","SKU_145",2e-05,0,0,0.03548,0.02494,0.02508,0.04288,0.03286,0.04336,0.04028,0.04818,0.04768,0.059,0.03984,0.03752,0.0414,0.03412,0.04024,0.03924,0.04158,0.03412,0.02856,0.03176,0.0593,0.02636,0.03682,0.0291,0.0313,0.02944,0.01956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-28","2016-01-02","SKU_146",0.0205,0.033,5e-04,0.0115,0.002,0.0085,0.023,0.0685,0.002,0.0105,0.0215,0.0155,0.058,0.0315,0.155,0.0035,0.018,0.075,0.0455,0.002,0.0045,0.0285,0.0045,0,0.0285,0.0145,0.0385,0.0035,0.0095,0.0105,0.0115,0.1695,0,0.0465,0.0245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-09","2014-10-25","SKU_147",0.00084,0.003,0.00456,0.00422,0.00484,0.0096,0.01178,0.0092,0.01098,0.0183,0.02754,0.02756,0.01912,0.02238,0.02094,0.0192,0.02876,0.0365,0.03196,0.05718,0.04468,0.04848,0.05398,0.03978,0.0351,0.0354,0.02816,0.03712,0.02064,0.02562,0.0309,0.02656,0.03032,0.01836,0.02514,0.0317,0.03012,0.0352,0.01726,0.01704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-07-19","2016-03-12","SKU_148",0,7e-04,8e-04,7e-04,0.001,0.005,0.0034,0.0116,0.0027,0.005,0.0109,0.0122,0.0166,0.0119,0.0281,0.0113,0.0124,0.0166,0.0163,0.0098,0.0239,0.038,0.0165,0.0091,0.0108,0.0134,0.0212,0.0151,0.0259,0.0246,0.035,0.0234,0.0251,0.0288,0.0249,0.0161,0.0293,0.0153,0.0157,0.0195,0.0198,0.01,0.0166,0.0213,0.0076,0.0236,0.0306,0.0124,0.0158,0.0134,0.01,0.0173,0.0122,0.0166,0.0076,0.015,0.0092,0.0127,0.0129,0.0181,0.0086,0.0166,0.0134,0.0113,0.0096,0.0109,0.0107,0.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-08","2014-10-25","SKU_149",4e-04,0.0056,0.0122,0.0082,0.0276,0.0166,0.0152,0.0142,0.0174,0.0186,0.012,0.032,0.023,0.0224,0.0174,0.0118,0.022,0.0282,0.0352,0.065,0.0496,0.0522,0.0286,0.0518,0.0214,0.0356,0.06,0.0852,0.0582,0.0216,0.069,0.0068,0.0068,0.0086,0.0392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-26","2014-07-19","SKU_15",0.0029,0.0049,0.0046,0.0059,0.0063,0.0128,0.0102,0.0147,0.0066,0.0056,0.0214,0.0158,0.0238,0.0336,0.0992,0.0303,0.0262,0.0235,0.0326,0.0339,0.054,0.0343,0.0331,0.0492,0.0622,0.0672,0.0347,0.0645,0.038,0.033,0.0653,0.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-21","2014-11-01","SKU_150",3e-04,0,0,0.00075,0.00325,0.00325,0.01035,0.01905,0.03615,0.0323,0.0231,0.02215,0.0493,0.0384,0.0435,0.04425,0.042,0.0479,0.06585,0.03195,0.0353,0.03985,0.0383,0.0487,0.02635,0.02825,0.03615,0.0219,0.038,0.027,0.026,0.01625,0.01395,0.0242,0.02245,0.0246,0.01885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
